546,BUKIT PANJANG,5 ROOM,690000
547,BUKIT PANJANG,5 ROOM,688000
548,BUKIT PANJANG,5 ROOM,470000
549,BUKIT PANJANG,5 ROOM,430000
550,BUKIT PANJANG,5 ROOM,418000
551,BUKIT PANJANG,5 ROOM,405000
552,BUKIT PANJANG,5 ROOM,560000
553,BUKIT PANJANG,5 ROOM,525000
554,BUKIT PANJANG,5 ROOM,658000
555,BUKIT PANJANG,5 ROOM,460000
556,BUKIT PANJANG,EXECUTIVE,580000
557,BUKIT PANJANG,EXECUTIVE,770000
558,BUKIT PANJANG,EXECUTIVE,650000
559,BUKIT PANJANG,EXECUTIVE,680000
560,BUKIT PANJANG,EXECUTIVE,730000
561,BUKIT PANJANG,EXECUTIVE,760000
562,BUKIT PANJANG,EXECUTIVE,790000
563,BUKIT PANJANG,EXECUTIVE,540000
564,BUKIT PANJANG,EXECUTIVE,650000
565,BUKIT TIMAH,3 ROOM,418000
566,BUKIT TIMAH,3 ROOM,415000
567,BUKIT TIMAH,3 ROOM,430000
568,BUKIT TIMAH,4 ROOM,448000
569,BUKIT TIMAH,4 ROOM,643800
570,BUKIT TIMAH,4 ROOM,650000
571,BUKIT TIMAH,5 ROOM,828000
572,BUKIT TIMAH,5 ROOM,826000
573,BUKIT TIMAH,EXECUTIVE,970000
574,BUKIT TIMAH,EXECUTIVE,920000
575,BUKIT TIMAH,EXECUTIVE,930000
576,BUKIT TIMAH,EXECUTIVE,928000
577,CENTRAL AREA,2 ROOM,255000
578,CENTRAL AREA,3 ROOM,390000
579,CENTRAL AREA,3 ROOM,390000
580,CENTRAL AREA,3 ROOM,405000
581,CENTRAL AREA,3 ROOM,317000
582,CENTRAL AREA,3 ROOM,426000
583,CENTRAL AREA,3 ROOM,375000
584,CENTRAL AREA,3 ROOM,420000
585,CENTRAL AREA,3 ROOM,378000
586,CENTRAL AREA,3 ROOM,420000
587,CENTRAL AREA,4 ROOM,480000
588,CENTRAL AREA,4 ROOM,920000
589,CENTRAL AREA,4 ROOM,480000
590,CENTRAL AREA,4 ROOM,480000
591,CENTRAL AREA,4 ROOM,595000
592,CENTRAL AREA,5 ROOM,980000
593,CENTRAL AREA,5 ROOM,1128000
594,CENTRAL AREA,5 ROOM,1033000
595,CENTRAL AREA,5 ROOM,1050000
596,CENTRAL AREA,5 ROOM,1120000
597,CENTRAL AREA,5 ROOM,582888
598,CENTRAL AREA,5 ROOM,628000
599,CENTRAL AREA,5 ROOM,665000
600,CHOA CHU KANG,2 ROOM,230000
601,CHOA CHU KANG,3 ROOM,350000
602,CHOA CHU KANG,3 ROOM,340000
603,CHOA CHU KANG,3 ROOM,357500
604,CHOA CHU KANG,3 ROOM,370000
605,CHOA CHU KANG,3 ROOM,275000
606,CHOA CHU KANG,3 ROOM,365888
607,CHOA CHU KANG,3 ROOM,300018
608,CHOA CHU KANG,3 ROOM,308000
609,CHOA CHU KANG,4 ROOM,480000
